,HT Capabilities,HT Capabilities,HT Capabilities,Extended Capabilities,Extended Capabilities,Extended Capabilities,Vendor Specific Tags,Vendor Specific Tags,Vendor Specific Tags,Supported Rates,Supported Rates,Supported Rates,Extended Supported Rates,Extended Supported Rates,Extended Supported Rates,VHT Capabilities,VHT Capabilities,VHT Capabilities,HE Capabilities,HE Capabilities,HE Capabilities
,min_length,max_length,mean_length,min_length,max_length,mean_length,min_length,max_length,mean_length,min_length,max_length,mean_length,min_length,max_length,mean_length,min_length,max_length,mean_length,min_length,max_length,mean_length
MAC Address,,,,,,,,,,,,,,,,,,,,,
0a:cc:84:84:a6:e0,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0a:e3:90:5c:d0:6e,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
0a:ed:25:6d:1d:ad,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
0a:ee:bb:e1:3a:b6,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0a:fe:8b:a1:df:7f,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:03:a4:bb:a7:fb,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:09:ee:fc:25:ff,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:0e:34:68:6a:aa,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:11:02:07:9b:9a,52,52,52.0,6,6,6.0,18,18,18.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
0e:15:6f:a9:e6:a2,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:25:00:e7:bd:c8,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:27:ef:5e:e7:86,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:2b:67:52:ad:ce,52,52,52.0,3,3,3.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
0e:2c:57:fa:d7:0e,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:33:0b:b5:2a:81,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:36:13:96:98:9a,52,52,52.0,17,17,17.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:38:b8:9b:b0:de,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:49:80:8b:1d:5e,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:4b:88:54:33:5b,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:54:8d:11:40:97,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:5d:17:af:06:23,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:5d:fe:de:c7:e2,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:5f:f7:11:2f:54,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:61:fc:87:00:ec,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:6b:fb:80:a8:1e,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
0e:73:86:39:55:e6,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:85:52:3a:7b:ac,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
0e:88:00:84:e6:06,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:8c:40:0d:e4:97,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:8c:a6:e2:e7:cb,52,52,52.0,17,17,17.0,14,14,14.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
0e:95:6a:b1:1f:9d,52,52,52.0,6,6,6.0,18,18,18.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
0e:9a:5e:53:6c:f0,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:a7:91:b2:1b:fb,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
0e:ad:48:b0:22:10,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:b2:2e:03:40:ac,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:b2:97:36:c1:2f,52,52,52.0,6,6,6.0,18,18,18.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
0e:c7:37:73:da:36,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:cc:01:f7:0e:33,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:d5:ec:41:48:66,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:d6:1c:09:91:a8,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:d7:e2:7b:bf:c1,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:de:6d:b5:f9:c3,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:ee:d4:c3:6d:4b,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
0e:fd:96:92:df:0c,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
12:09:2e:d8:cd:5f,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:0b:5c:e9:d6:96,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:14:73:5c:69:6a,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:16:11:93:9e:2f,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:23:70:ab:07:90,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
12:23:9a:3b:82:e8,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:2b:2a:c1:16:57,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:2b:c9:37:89:a5,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:2c:07:96:fa:6a,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
12:2c:ee:ec:02:40,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:2d:97:28:6a:df,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:31:cd:f2:50:ea,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
12:33:0d:47:1f:0e,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:35:52:1f:07:b3,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
12:36:a5:c7:fe:e3,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:37:3d:90:fb:64,3,3,3.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
12:3c:64:ae:b4:d3,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:3d:4d:5c:f8:62,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:3f:35:9e:83:a3,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:4e:f0:07:72:0d,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
12:59:9d:c2:84:d6,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:5d:0e:ec:2f:13,52,52,52.0,17,17,17.0,14,14,14.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
12:6b:d0:a4:14:7e,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:6e:b8:85:43:0d,3,3,3.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
12:73:0d:98:8e:f7,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:74:52:00:ba:2e,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:74:b7:d9:f1:10,52,52,52.0,17,17,17.0,14,14,14.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
12:78:71:61:d5:86,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:7b:40:cf:46:aa,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
12:7b:4d:37:7a:03,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:84:c9:72:b2:43,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:86:2d:ef:15:49,3,3,3.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
12:8a:54:a7:f6:e6,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:8e:c6:23:8a:e2,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:91:32:a8:71:1d,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:95:aa:83:51:7a,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:9b:75:0f:fa:0b,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:a1:a8:9a:1a:15,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:a5:9f:a2:48:84,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:a5:a3:fc:86:eb,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:a9:3d:3f:4a:dd,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:ab:5e:d4:b9:6e,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
12:bb:6f:e0:44:c1,3,3,3.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
12:c0:84:7c:33:55,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
12:c1:13:8e:54:97,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
12:c1:a6:63:1e:42,52,52,52.0,17,17,17.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:c3:4c:a6:bd:b8,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:c9:c3:cf:83:55,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:cd:db:f3:0d:6f,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:d6:13:95:c9:81,52,52,52.0,17,17,17.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:df:be:fd:d9:a4,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:e9:2a:6f:a5:f1,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
12:ef:24:0f:8a:1d,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
12:f7:f7:d6:a4:b5,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:01:4f:de:39:9b,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:06:2f:7d:87:7a,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:09:75:7f:a2:8a,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:0a:8d:a0:1e:72,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:13:28:cc:c9:b2,52,52,52.0,17,17,17.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:19:07:11:4e:d4,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
16:1c:30:c1:00:49,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:1d:4b:a4:6e:09,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
16:26:27:0d:62:16,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:2a:5f:88:91:0f,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:2c:30:8f:ed:3a,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:2c:6d:71:76:24,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:30:3e:87:d2:23,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
16:32:7c:09:bf:62,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
16:41:76:37:27:68,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:44:d9:66:f3:3e,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:4b:f4:cd:73:b6,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:4e:b2:e5:2e:85,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:4f:a3:b2:90:ad,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:54:bf:01:65:2b,52,52,52.0,17,17,17.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:57:54:ca:9b:0c,52,52,52.0,17,17,17.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:58:05:fe:e5:9d,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:5c:0f:7c:88:54,52,52,52.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
16:5c:62:0a:ea:ee,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
16:61:25:b8:56:71,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:65:3e:e3:33:be,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:65:7e:d2:5a:10,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
16:75:3e:b3:ef:04,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:79:e9:ba:56:4e,3,3,3.0,3,3,3.0,14,14,14.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
16:7a:81:60:98:a9,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:7c:99:36:52:24,52,52,52.0,17,17,17.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:7f:0e:fd:55:3a,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:80:a4:2a:b4:0a,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:81:c1:9c:e8:97,52,52,52.0,17,17,17.0,14,14,14.0,16,16,16.0,8,8,8.0,3,3,3.0,3,3,3.0
16:8c:7b:39:50:12,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:92:9f:aa:b9:95,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:93:34:2e:87:b6,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:96:53:b8:90:79,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:a1:5d:1c:06:f1,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:a7:ab:e4:95:3e,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:b2:06:90:cc:0c,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:b5:2b:51:76:2d,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:ba:58:2e:fd:77,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:ba:d3:89:72:ce,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
16:bf:e0:ae:00:26,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:c9:ca:c8:3b:d4,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:cb:59:ec:c2:d9,52,52,52.0,17,17,17.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:cb:6d:9d:32:3e,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:d5:9f:b9:36:ae,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
16:d6:fa:c3:ec:d5,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
16:d8:db:8d:7a:2f,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:d9:ff:86:77:5d,52,52,52.0,22,22,22.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,52,52,52.0
16:db:52:fd:b1:2c,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
16:dc:c9:18:d7:19,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:df:e4:b0:84:21,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:e2:05:32:d9:d7,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:e2:26:65:13:74,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:e3:47:cb:12:a3,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:e5:17:c0:f9:99,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:ed:00:57:b4:73,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:ed:c7:b3:a3:74,52,52,52.0,17,17,17.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:f0:53:80:29:2a,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:f5:a8:b3:cb:02,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:f6:b8:a3:f0:d7,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
16:fe:38:19:c0:fb,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
1a:01:d0:ce:7c:d7,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
1a:03:5a:1c:ca:21,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
1a:0f:99:d3:7b:8a,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
1a:12:a1:51:28:01,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
1a:1d:96:1e:42:d2,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
1a:25:64:d8:73:3b,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
1a:29:f9:b7:66:31,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
1a:2e:bd:b4:fa:40,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
1a:34:7c:ea:7d:61,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
1a:38:54:0f:72:07,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
1a:3d:59:2c:20:7c,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
1a:3f:79:2a:82:f9,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
1a:40:fa:2a:ac:cf,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
1a:49:ed:de:be:aa,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
1a:54:b2:3b:bf:9f,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
1a:5a:8f:3f:1f:50,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
1a:5d:ed:2b:f6:ea,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
1a:5f:8a:54:bd:ef,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
1a:62:10:83:bd:97,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
1a:67:6e:e8:d3:fb,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
1a:6d:c5:e5:27:5c,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
1a:6e:5a:7e:76:32,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,3,3,3.0
1a:75:1c:ca:03:55,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
1a:7a:3f:6f:32:0c,52,52,52.0,20,20,20.0,14,14,14.0,8,8,8.0,16,16,16.0,24,24,24.0,6,6,6.0
1a:7a:e7:f5:3a:61,52,52,52.0,17,17,17.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
1a:7e:f6:92:99:86,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
1a:84:d5:a4:27:95,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
1a:89:a6:4b:15:69,52,52,52.0,11,11,11.0,3,3,3.0,8,8,8.0,16,16,16.0,3,3,3.0,56,56,56.0
