Labels Combination,homogeneity,v_measure,completeness,No. of Clusters,No. of Noise,rmse,length
"('iPhone11_M', 'iPhoneXR_L', 'XiaomiRedmiNote9S_T', 'iPhoneXR_U', 'iPhone11_F', 'iPhoneXSMax_M', 'SamsungS7_I', 'iPhone7_X', 'iPhone12Pro_C', 'XiaomiRedmiNote7_S', 'SamsungJ6_K', 'iPhone6_N', 'GooglePixel3A_L', 'XiaomiRedmi5_J', 'HuaweiL21_D', 'iPhone11_C', 'SamsungS6_H', 'HuaweiP10_Q', 'iPhone12_M', 'SamsungM31_A', 'XiaomiA2_E', 'iPhoneXR_A', 'XiaomiRedmi4_B', 'HuaweiHonor9_R', 'iPhone12_W', 'S21Ultra_M', 'GooglePixel3A_V', 'iPhone11_B', 'iPhone7_F', 'OnePlusNord_O', 'OppoFindX3Neo_A')",0.7898782315566385,0.8561253517074956,0.9345020800498975,19,0,12.0,31
"('HuaweiHonor9_R', 'iPhone11_M', 'iPhone6_N', 'XiaomiA2_E', 'HuaweiL21_D', 'iPhone11_B', 'iPhone11_F', 'iPhone12Pro_C', 'XiaomiRedmiNote7_S', 'OppoFindX3Neo_A', 'iPhone11_C', 'iPhone12_M', 'SamsungS6_H', 'iPhone12_W', 'XiaomiRedmi5_J', 'SamsungJ6_K', 'GooglePixel3A_V', 'iPhoneXR_U', 'OnePlusNord_O', 'iPhoneXR_A', 'XiaomiRedmi4_B', 'SamsungM31_A', 'HuaweiP20_G', 'S21Ultra_M', 'GooglePixel3A_L', 'iPhoneXR_L', 'SamsungS4_C', 'iPhoneXSMax_M', 'XiaomiRedmiNote9S_T', 'iPhone7_X', 'iPhone7_F', 'HuaweiP10_Q')",0.8360035498213183,0.8874495766264368,0.9456425750592261,22,0,10.0,32
"('iPhone11_M', 'HuaweiP10_Q')",1.0000000000000004,0.8133198906389911,0.6853741663176093,4,4,2.0,2
"('iPhone11_C', 'XiaomiA2_E', 'SamsungS4_C')",1.0,0.9325846787887532,0.87368492868409,3,0,0.0,3
"('HuaweiP10_Q', 'iPhoneXSMax_M', 'SamsungM31_A', 'iPhone6_N')",1.0000000000000002,0.936366857243601,0.8803475743685569,5,0,1.0,4
"('iPhone12_W', 'HuaweiP20_G', 'iPhone11_M', 'XiaomiA2_E', 'SamsungS7_I')",0.9576759594942467,0.8806322138472347,0.815061601868845,8,4,3.0,5
"('iPhone11_F', 'iPhoneXSMax_M', 'SamsungS4_C', 'SamsungJ6_K', 'OnePlusNord_O', 'iPhone12_M')",0.8176825668517255,0.8590167938562266,0.9047524428368368,5,0,1.0,6
"('iPhoneXR_L', 'GooglePixel3A_L', 'HuaweiL21_D', 'iPhone11_F', 'SamsungS4_C', 'XiaomiA2_E', 'OppoFindX3Neo_A')",0.8921665532224325,0.904174686878426,0.916510478080367,8,1,1.0,7
"('XiaomiRedmi4_B', 'HuaweiHonor9_R', 'iPhone11_F', 'iPhone7_X', 'SamsungM31_A', 'SamsungS6_H', 'iPhone12_W', 'HuaweiL21_D')",0.9250724584566014,0.9147414992498939,0.904638738307412,6,0,2.0,8
"('iPhone12_M', 'XiaomiRedmi5_J', 'XiaomiRedmiNote7_S', 'iPhone12Pro_C', 'SamsungJ6_K', 'GooglePixel3A_L', 'iPhoneXR_U', 'iPhoneXSMax_M', 'SamsungS4_C')",0.8577357237625052,0.9012789466149722,0.9494795748212356,6,0,3.0,9
"('iPhoneXSMax_M', 'iPhone7_X', 'XiaomiRedmi4_B', 'GooglePixel3A_V', 'SamsungJ6_K', 'iPhone11_C', 'OnePlusNord_O', 'SamsungM31_A', 'XiaomiRedmi5_J', 'HuaweiHonor9_R')",0.9271542725577452,0.9111995896517018,0.895784721165101,11,0,1.0,10
"('OnePlusNord_O', 'SamsungM31_A', 'iPhoneXR_L', 'iPhone12_M', 'XiaomiRedmiNote7_S', 'iPhone7_X', 'GooglePixel3A_L', 'iPhone11_C', 'HuaweiHonor9_R', 'iPhoneXSMax_M', 'iPhone11_F')",0.8158813708191572,0.8719329019366838,0.936254111280727,9,0,2.0,11
"('SamsungS7_I', 'iPhone7_F', 'iPhone6_N', 'HuaweiL21_D', 'OnePlusNord_O', 'XiaomiRedmiNote7_S', 'iPhoneXR_L', 'iPhone11_M', 'iPhone12Pro_C', 'iPhoneXSMax_M', 'iPhone11_C', 'HuaweiHonor9_R')",0.8226540760309767,0.8807077346321448,0.9475770496210241,9,0,3.0,12
"('SamsungJ6_K', 'GooglePixel3A_V', 'XiaomiA2_E', 'iPhone11_M', 'SamsungM31_A', 'iPhoneXR_U', 'HuaweiHonor9_R', 'iPhone6_N', 'iPhone7_F', 'HuaweiP20_G', 'S21Ultra_M', 'XiaomiRedmiNote7_S', 'iPhone12_W')",0.9207067660530371,0.9224349002614902,0.9241695339634876,14,0,1.0,13
"('XiaomiA2_E', 'XiaomiRedmi5_J', 'SamsungS7_I', 'SamsungS6_H', 'iPhoneXSMax_M', 'iPhone11_C', 'iPhoneXR_A', 'iPhoneXR_L', 'SamsungM31_A', 'GooglePixel3A_L', 'iPhone6_N', 'iPhone11_F', 'HuaweiL21_D', 'XiaomiRedmiNote7_S')",0.728241047009021,0.8117341368908735,0.9168514784852262,9,0,5.0,14
"('GooglePixel3A_L', 'HuaweiP10_Q', 'iPhone12_M', 'iPhone12Pro_C', 'XiaomiRedmiNote9S_T', 'GooglePixel3A_V', 'iPhone11_M', 'HuaweiHonor9_R', 'SamsungS4_C', 'XiaomiRedmi5_J', 'HuaweiL21_D', 'SamsungJ6_K', 'iPhone11_F', 'iPhone11_B', 'iPhone12_W')",0.8350060994529017,0.8961670470828852,0.9669957208882819,11,0,4.0,15
"('XiaomiRedmiNote9S_T', 'iPhone7_X', 'SamsungS6_H', 'iPhoneXR_L', 'iPhone6_N', 'iPhone11_F', 'GooglePixel3A_L', 'XiaomiRedmi4_B', 'HuaweiP20_G', 'XiaomiRedmiNote7_S', 'OppoFindX3Neo_A', 'HuaweiP10_Q', 'iPhoneXR_A', 'iPhone12Pro_C', 'SamsungJ6_K', 'iPhone7_F')",0.9684340602889241,0.9462226156292799,0.9250071847231005,20,0,4.0,16
"('iPhone11_B', 'iPhone12Pro_C', 'iPhoneXR_L', 'GooglePixel3A_L', 'XiaomiRedmiNote7_S', 'iPhone7_F', 'iPhone7_X', 'HuaweiP10_Q', 'HuaweiL21_D', 'GooglePixel3A_V', 'iPhoneXR_A', 'XiaomiRedmiNote9S_T', 'iPhoneXSMax_M', 'SamsungS6_H', 'iPhone6_N', 'iPhone11_F', 'HuaweiHonor9_R')",0.8838883652931689,0.9239790404082675,0.9678793069690247,14,0,3.0,17
"('iPhone11_B', 'SamsungS7_I', 'iPhone12Pro_C', 'iPhoneXR_L', 'iPhone7_X', 'iPhoneXR_A', 'SamsungS4_C', 'OnePlusNord_O', 'iPhoneXR_U', 'iPhone11_C', 'XiaomiRedmi5_J', 'HuaweiP10_Q', 'HuaweiP20_G', 'iPhone7_F', 'OppoFindX3Neo_A', 'S21Ultra_M', 'iPhone12_W', 'HuaweiL21_D')",0.8703787283534914,0.9071925569861832,0.947258101181877,17,0,1.0,18
"('SamsungS4_C', 'HuaweiL21_D', 'iPhone7_F', 'iPhone12_M', 'XiaomiRedmiNote7_S', 'XiaomiA2_E', 'iPhone11_C', 'iPhone7_X', 'HuaweiHonor9_R', 'SamsungJ6_K', 'iPhone11_F', 'iPhoneXR_A', 'S21Ultra_M', 'iPhoneXR_U', 'OnePlusNord_O', 'XiaomiRedmi4_B', 'SamsungM31_A', 'iPhoneXSMax_M', 'iPhone11_M')",0.8981687994674404,0.9178117918698803,0.9383331811217225,14,0,5.0,19
"('XiaomiRedmi4_B', 'OnePlusNord_O', 'SamsungJ6_K', 'iPhone11_B', 'HuaweiHonor9_R', 'iPhoneXR_U', 'SamsungM31_A', 'iPhoneXSMax_M', 'XiaomiA2_E', 'iPhone6_N', 'iPhoneXR_A', 'iPhone11_F', 'iPhoneXR_L', 'XiaomiRedmiNote9S_T', 'HuaweiP10_Q', 'SamsungS4_C', 'iPhone12Pro_C', 'SamsungS7_I', 'iPhone7_X', 'GooglePixel3A_L')",0.8688387743522681,0.9003254961820061,0.934180191311855,15,0,5.0,20
"('iPhone11_C', 'XiaomiRedmi4_B', 'iPhone12_W', 'OppoFindX3Neo_A', 'iPhone11_M', 'iPhone12Pro_C', 'iPhoneXSMax_M', 'SamsungS7_I', 'S21Ultra_M', 'SamsungS4_C', 'HuaweiP10_Q', 'iPhone11_F', 'SamsungM31_A', 'iPhoneXR_U', 'XiaomiA2_E', 'XiaomiRedmiNote9S_T', 'iPhone7_F', 'SamsungJ6_K', 'iPhoneXR_A', 'iPhone12_M', 'GooglePixel3A_V')",0.8599673855833387,0.8931006829989402,0.9288894476076359,15,0,6.0,21
"('SamsungS4_C', 'HuaweiP20_G', 'iPhone6_N', 'S21Ultra_M', 'iPhone7_F', 'iPhoneXR_L', 'HuaweiP10_Q', 'XiaomiRedmiNote7_S', 'OnePlusNord_O', 'iPhoneXR_A', 'iPhone11_C', 'HuaweiHonor9_R', 'iPhone11_F', 'GooglePixel3A_L', 'XiaomiRedmi5_J', 'iPhone11_B', 'SamsungS6_H', 'iPhone12_M', 'XiaomiA2_E', 'iPhone12_W', 'iPhone12Pro_C', 'iPhone7_X')",0.8336472981313798,0.8887964969718812,0.9517592900537032,18,0,4.0,22
"('iPhoneXR_L', 'SamsungJ6_K', 'SamsungS4_C', 'SamsungS6_H', 'OppoFindX3Neo_A', 'iPhone12_M', 'XiaomiRedmiNote9S_T', 'iPhone12Pro_C', 'iPhoneXR_U', 'HuaweiP10_Q', 'XiaomiA2_E', 'XiaomiRedmi5_J', 'iPhone11_F', 'HuaweiHonor9_R', 'iPhoneXR_A', 'iPhoneXSMax_M', 'iPhone11_C', 'GooglePixel3A_L', 'SamsungM31_A', 'HuaweiL21_D', 'iPhone6_N', 'iPhone7_F', 'iPhone11_M')",0.7802659408828261,0.8537320570095775,0.9424705884078298,16,0,7.0,23
"('SamsungM31_A', 'S21Ultra_M', 'XiaomiA2_E', 'HuaweiP20_G', 'iPhoneXR_A', 'XiaomiRedmiNote9S_T', 'iPhone7_F', 'iPhone11_F', 'HuaweiP10_Q', 'iPhone12Pro_C', 'XiaomiRedmi4_B', 'SamsungS4_C', 'GooglePixel3A_V', 'OppoFindX3Neo_A', 'iPhone11_M', 'iPhone11_B', 'HuaweiHonor9_R', 'iPhoneXR_U', 'iPhone7_X', 'HuaweiL21_D', 'GooglePixel3A_L', 'iPhoneXSMax_M', 'SamsungS7_I', 'iPhone6_N')",0.8947184332608447,0.9140900978084713,0.9343191628761167,21,0,3.0,24
"('iPhone12Pro_C', 'iPhone12_M', 'XiaomiRedmi4_B', 'iPhoneXR_A', 'XiaomiA2_E', 'GooglePixel3A_V', 'iPhone7_F', 'iPhone11_C', 'SamsungM31_A', 'HuaweiL21_D', 'iPhone11_M', 'XiaomiRedmi5_J', 'iPhone12_W', 'S21Ultra_M', 'iPhone11_B', 'XiaomiRedmiNote7_S', 'HuaweiP20_G', 'SamsungS6_H', 'iPhoneXR_U', 'OnePlusNord_O', 'iPhone11_F', 'SamsungJ6_K', 'iPhone7_X', 'iPhone6_N', 'XiaomiRedmiNote9S_T')",0.8260261775657954,0.8731269535468792,0.9259239954181412,17,0,8.0,25
"('XiaomiRedmi5_J', 'iPhone12_M', 'iPhoneXR_A', 'OppoFindX3Neo_A', 'iPhoneXSMax_M', 'SamsungS6_H', 'SamsungS4_C', 'iPhone6_N', 'XiaomiRedmi4_B', 'iPhoneXR_U', 'iPhone11_B', 'GooglePixel3A_L', 'iPhone7_X', 'HuaweiP10_Q', 'XiaomiA2_E', 'HuaweiP20_G', 'iPhoneXR_L', 'HuaweiHonor9_R', 'S21Ultra_M', 'SamsungM31_A', 'iPhone11_M', 'HuaweiL21_D', 'iPhone12Pro_C', 'SamsungS7_I', 'SamsungJ6_K', 'XiaomiRedmiNote7_S')",0.858173631455371,0.898579569417559,0.9429784257490954,22,1,4.0,26
"('OppoFindX3Neo_A', 'XiaomiA2_E', 'SamsungS7_I', 'iPhone12_W', 'SamsungM31_A', 'iPhone12Pro_C', 'HuaweiL21_D', 'XiaomiRedmi4_B', 'iPhone11_F', 'iPhoneXR_A', 'iPhone7_F', 'OnePlusNord_O', 'XiaomiRedmiNote9S_T', 'HuaweiP20_G', 'iPhoneXR_L', 'GooglePixel3A_L', 'iPhoneXSMax_M', 'GooglePixel3A_V', 'HuaweiHonor9_R', 'SamsungJ6_K', 'iPhone11_C', 'iPhoneXR_U', 'SamsungS4_C', 'S21Ultra_M', 'XiaomiRedmiNote7_S', 'iPhone7_X', 'SamsungS6_H')",0.8627734982989692,0.901473472101982,0.9438082865541223,19,0,8.0,27
"('SamsungM31_A', 'XiaomiRedmi5_J', 'iPhoneXR_A', 'HuaweiP20_G', 'iPhoneXR_U', 'SamsungS6_H', 'iPhone11_B', 'XiaomiRedmiNote9S_T', 'iPhone11_C', 'GooglePixel3A_L', 'iPhone11_F', 'SamsungJ6_K', 'HuaweiHonor9_R', 'OnePlusNord_O', 'XiaomiA2_E', 'XiaomiRedmi4_B', 'XiaomiRedmiNote7_S', 'iPhoneXR_L', 'HuaweiL21_D', 'SamsungS7_I', 'iPhone6_N', 'iPhone11_M', 'iPhone12_M', 'SamsungS4_C', 'iPhoneXSMax_M', 'HuaweiP10_Q', 'GooglePixel3A_V', 'iPhone7_X')",0.8444405604675106,0.8916783979350087,0.9445143429458642,19,0,9.0,28
"('iPhone11_F', 'iPhoneXR_A', 'iPhone11_B', 'XiaomiRedmiNote9S_T', 'HuaweiHonor9_R', 'OppoFindX3Neo_A', 'SamsungS6_H', 'iPhone6_N', 'HuaweiP10_Q', 'HuaweiL21_D', 'GooglePixel3A_L', 'OnePlusNord_O', 'XiaomiRedmi5_J', 'iPhone11_C', 'SamsungS7_I', 'iPhone12_M', 'iPhone12Pro_C', 'HuaweiP20_G', 'iPhone7_F', 'SamsungJ6_K', 'iPhoneXR_U', 'iPhone11_M', 'S21Ultra_M', 'SamsungM31_A', 'GooglePixel3A_V', 'iPhone12_W', 'iPhoneXR_L', 'XiaomiRedmi4_B', 'XiaomiA2_E')",0.7825236432803291,0.84755487123713,0.9243745460659789,21,0,8.0,29
"('GooglePixel3A_L', 'iPhone7_F', 'XiaomiRedmi5_J', 'SamsungS7_I', 'SamsungS4_C', 'iPhoneXR_U', 'GooglePixel3A_V', 'iPhone11_M', 'iPhoneXR_L', 'iPhoneXR_A', 'OppoFindX3Neo_A', 'XiaomiRedmi4_B', 'SamsungS6_H', 'iPhone7_X', 'XiaomiRedmiNote9S_T', 'HuaweiL21_D', 'iPhone12Pro_C', 'HuaweiP10_Q', 'iPhone11_F', 'iPhone12_W', 'iPhone11_C', 'XiaomiRedmiNote7_S', 'iPhone6_N', 'XiaomiA2_E', 'S21Ultra_M', 'OnePlusNord_O', 'HuaweiHonor9_R', 'SamsungM31_A', 'iPhoneXSMax_M', 'SamsungJ6_K')",0.8380849707498773,0.8894161279441306,0.9474454101515776,19,0,11.0,30
"('OppoFindX3Neo_A', 'GooglePixel3A_L', 'SamsungS6_H', 'iPhone11_C', 'OnePlusNord_O', 'iPhone11_M', 'iPhone12_W', 'SamsungM31_A', 'SamsungS7_I', 'SamsungS4_C', 'HuaweiL21_D', 'HuaweiP10_Q', 'iPhone12_M', 'XiaomiRedmiNote9S_T', 'S21Ultra_M', 'iPhone11_B', 'iPhoneXR_A', 'iPhone12Pro_C', 'SamsungJ6_K', 'iPhone11_F', 'iPhone6_N', 'iPhone7_X', 'iPhone7_F', 'XiaomiRedmi4_B', 'XiaomiRedmiNote7_S', 'iPhoneXSMax_M', 'GooglePixel3A_V', 'HuaweiHonor9_R', 'XiaomiRedmi5_J', 'iPhoneXR_L', 'XiaomiA2_E')",0.8241135825624125,0.8821948704461529,0.9490837139007691,19,0,12.0,31
"('iPhone11_B', 'iPhone11_M', 'iPhone12_M', 'iPhoneXR_U', 'SamsungS6_H', 'iPhone12Pro_C', 'HuaweiP10_Q', 'iPhone11_F', 'HuaweiL21_D', 'iPhone7_F', 'OppoFindX3Neo_A', 'XiaomiA2_E', 'HuaweiP20_G', 'iPhoneXR_L', 'OnePlusNord_O', 'XiaomiRedmi5_J', 'iPhone7_X', 'SamsungM31_A', 'XiaomiRedmiNote7_S', 'S21Ultra_M', 'SamsungJ6_K', 'SamsungS4_C', 'XiaomiRedmi4_B', 'GooglePixel3A_L', 'HuaweiHonor9_R', 'XiaomiRedmiNote9S_T', 'iPhone11_C', 'iPhone12_W', 'iPhoneXR_A', 'GooglePixel3A_V', 'iPhoneXSMax_M', 'SamsungS7_I')",0.8270059612422037,0.8820616193040882,0.9449704396022963,21,0,11.0,32
